name,alias,tlb,category,opcode,fift_asm,stack,gas,desc,tvm_asm
IFELSE,,#E2,cont_conditional,E2,IFELSE,f c c' -,18,"If integer `f` is non-zero, executes `c`, otherwise executes `c'`. Equivalent to `CONDSELCHK` `EXECUTE`.",0xE2
,,,cont_conditional,E2,IF:<{ code1 }>ELSE<{ code2 }>,f -,,Equivalent to `<{ code1 }> CONT` `<{ code2 }> CONT` `IFELSE`.,
IFREF,,#E300 c:^Cell,cont_conditional,E300,[ref] IFREF,f -,26/126/51,"Equivalent to `PUSHREFCONT` `IF`, with the optimization that the cell reference is not actually loaded into a _Slice_ and then converted into an ordinary _Continuation_ if `f=0`.
Gas consumption of this primitive depends on whether `f=0` and whether the reference was loaded before.
Similar remarks apply other primitives that accept a continuation as a reference.",
IFNOTREF,,#E301 c:^Cell,cont_conditional,E301,[ref] IFNOTREF,f -,26/126/51,Equivalent to `PUSHREFCONT` `IFNOT`.,
IFJMPREF,,#E302 c:^Cell,cont_conditional,E302,[ref] IFJMPREF,f -,26/126/51,Equivalent to `PUSHREFCONT` `IFJMP`.,
IFNOTJMPREF,,#E303 c:^Cell,cont_conditional,E303,[ref] IFNOTJMPREF,f -,26/126/51,Equivalent to `PUSHREFCONT` `IFNOTJMP`.,
CONDSEL,,#E304,cont_conditional,E304,CONDSEL,f x y - x or y,26,"If integer `f` is non-zero, returns `x`, otherwise returns `y`. Notice that no type checks are performed on `x` and `y`; as such, it is more like a conditional stack operation. Roughly equivalent to `ROT` `ISZERO` `INC` `ROLLX` `NIP`.","0xE3, 0x04"
CONDSELCHK,,#E305,cont_conditional,E305,CONDSELCHK,f x y - x or y,26,"Same as `CONDSEL`, but first checks whether `x` and `y` have the same type.","0xE3, 0x05"
IFRETALT,,#E308,cont_conditional,E308,IFRETALT,f -,26,Performs `RETALT` if integer `f!=0`.,"0xE3, 0x08"
IFNOTRETALT,,#E309,cont_conditional,E309,IFNOTRETALT,f -,26,Performs `RETALT` if integer `f=0`.,"0xE3, 0x09"
IFREFELSE,,#E30D c:^Cell,cont_conditional,E30D,[ref] IFREFELSE,f c -,26/126/51,"Equivalent to `PUSHREFCONT` `SWAP` `IFELSE`, with the optimization that the cell reference is not actually loaded into a _Slice_ and then converted into an ordinary _Continuation_ if `f=0`. Similar remarks apply to the next two primitives: cells are converted into continuations only when necessary.",
IFELSEREF,,#E30E c:^Cell,cont_conditional,E30E,[ref] IFELSEREF,f c -,26/126/51,Equivalent to `PUSHREFCONT` `IFELSE`.,
IFREFELSEREF,,#E30F c1:^Cell c2:^Cell,cont_conditional,E30F,[ref] [ref] IFREFELSEREF,f -,126/51,Equivalent to `PUSHREFCONT` `PUSHREFCONT` `IFELSE`.,
IFBITJMP,,#E39_ n:uint5,cont_conditional,E39_n,[n] IFBITJMP,x c - x,26,"Checks whether bit `0 <= n <= 31` is set in integer `x`, and if so, performs `JMPX` to continuation `c`. Value `x` is left in the stack.","n = parse_const_u5
       => 0xE3, 0x80 | n"
IFNBITJMP,,#E3B_ n:uint5,cont_conditional,E3B_n,[n] IFNBITJMP,x c - x,26,Jumps to `c` if bit `0 <= n <= 31` is not set in integer `x`.,"n = parse_const_u5
      => 0xE3, 0xA0 | n"
IFBITJMPREF,,#E3D_ n:uint5 c:^Cell,cont_conditional,E3D_n,[ref] [n] IFBITJMPREF,x - x,126/51,Performs a `JMPREF` if bit `0 <= n <= 31` is set in integer `x`.,"n = parse_const_u5
      => 0xE3, 0xC0 | n"
IFNBITJMPREF,,#E3F_ n:uint5 c:^Cell,cont_conditional,E3F_n,[ref] [n] IFNBITJMPREF,x - x,126/51,Performs a `JMPREF` if bit `0 <= n <= 31` is not set in integer `x`.,"n = parse_const_u5
      => 0xE3, 0xE0 | n"
REPEAT,,#E4,cont_loops,E4,REPEAT,n c -,18,"Executes continuation `c` `n` times, if integer `n` is non-negative. If `n>=2^31` or `n<-2^31`, generates a range check exception.
Notice that a `RET` inside the code of `c` works as a `continue`, not as a `break`. One should use either alternative (experimental) loops or alternative `RETALT` (along with a `SETEXITALT` before the loop) to `break` out of a loop.",0xE4
,,,cont_loops,E4,"REPEAT:<{ code }>
<{ code }>REPEAT",n -,,Equivalent to `<{ code }> CONT` `REPEAT`.,
REPEATEND,,#E5,cont_loops,E5,"REPEATEND
REPEAT:",n -,18,"Similar to `REPEAT`, but it is applied to the current continuation `cc`.",0xE5
UNTIL,,#E6,cont_loops,E6,UNTIL,c -,18,"Executes continuation `c`, then pops an integer `x` from the resulting stack. If `x` is zero, performs another iteration of this loop. The actual implementation of this primitive involves an extraordinary continuation `ec_until` with its arguments set to the body of the loop (continuation `c`) and the original current continuation `cc`. This extraordinary continuation is then saved into the savelist of `c` as `c.c0` and the modified `c` is then executed. The other loop primitives are implemented similarly with the aid of suitable extraordinary continuations.",0xE6
,,,cont_loops,E6,"UNTIL:<{ code }>
<{ code }>UNTIL",-,,Equivalent to `<{ code }> CONT` `UNTIL`.,
UNTILEND,,#E7,cont_loops,E7,"UNTILEND
UNTIL:",-,18,"Similar to `UNTIL`, but executes the current continuation `cc` in a loop. When the loop exit condition is satisfied, performs a `RET`.",0xE7
WHILE,,#E8,cont_loops,E8,WHILE,c' c -,18,"Executes `c'` and pops an integer `x` from the resulting stack. If `x` is zero, exists the loop and transfers control to the original `cc`. If `x` is non-zero, executes `c`, and then begins a new iteration.",0xE8
,,,cont_loops,E8,WHILE:<{ cond }>DO<{ code }>,-,,Equivalent to `<{ cond }> CONT` `<{ code }> CONT` `WHILE`.,
WHILEEND,,#E9,cont_loops,E9,WHILEEND,c' -,18,"Similar to `WHILE`, but uses the current continuation `cc` as the loop body.",0xE9
AGAIN,,#EA,cont_loops,EA,AGAIN,c -,18,"Similar to `REPEAT`, but executes `c` infinitely many times. A `RET` only begins a new iteration of the infinite loop, which can be exited only by an exception, or a `RETALT` (or an explicit `JMPX`).",0xEA
,,,cont_loops,EA,"AGAIN:<{ code }>
<{ code }>AGAIN",-,,Equivalent to `<{ code }> CONT` `AGAIN`.,
AGAINEND,,#EB,cont_loops,EB,"AGAINEND
AGAIN:",-,18,"Similar to `AGAIN`, but performed with respect to the current continuation `cc`.",0xEB
REPEATBRK,,#E314,cont_loops,E314,REPEATBRK,n c -,26,"Similar to `REPEAT`, but also sets `c1` to the original `cc` after saving the old value of `c1` into the savelist of the original `cc`. In this way `RETALT` could be used to break out of the loop body.","0xE3, 0x14"
,,,cont_loops,E314,"REPEATBRK:<{ code }>
<{ code }>REPEATBRK",n -,,Equivalent to `<{ code }> CONT` `REPEATBRK`.,
REPEATENDBRK,,#E315,cont_loops,E315,REPEATENDBRK,n -,26,"Similar to `REPEATEND`, but also sets `c1` to the original `c0` after saving the old value of `c1` into the savelist of the original `c0`. Equivalent to `SAMEALTSAVE` `REPEATEND`.","0xE3, 0x15"
UNTILBRK,,#E316,cont_loops,E316,UNTILBRK,c -,26,"Similar to `UNTIL`, but also modifies `c1` in the same way as `REPEATBRK`.","0xE3, 0x16"
,,,cont_loops,E316,UNTILBRK:<{ code }>,-,,Equivalent to `<{ code }> CONT` `UNTILBRK`.,
UNTILENDBRK,,#E317,cont_loops,E317,"UNTILENDBRK
UNTILBRK:",-,26,Equivalent to `SAMEALTSAVE` `UNTILEND`.,"0xE3, 0x17"
WHILEBRK,,#E318,cont_loops,E318,WHILEBRK,c' c -,26,"Similar to `WHILE`, but also modifies `c1` in the same way as `REPEATBRK`.","0xE3, 0x18"
,,,cont_loops,E318,WHILEBRK:<{ cond }>DO<{ code }>,-,,Equivalent to `<{ cond }> CONT` `<{ code }> CONT` `WHILEBRK`.,
WHILEENDBRK,,#E319,cont_loops,E319,WHILEENDBRK,c -,26,Equivalent to `SAMEALTSAVE` `WHILEEND`.,"0xE3, 0x19"
AGAINBRK,,#E31A,cont_loops,E31A,AGAINBRK,c -,26,"Similar to `AGAIN`, but also modifies `c1` in the same way as `REPEATBRK`.","0xE3, 0x1A"
,,,cont_loops,E31A,AGAINBRK:<{ code }>,-,,Equivalent to `<{ code }> CONT` `AGAINBRK`.,
AGAINENDBRK,,#E31B,cont_loops,E31B,"AGAINENDBRK
AGAINBRK:",-,26,Equivalent to `SAMEALTSAVE` `AGAINEND`.,"0xE3, 0x1B"
SETCONTARGS_N,,#EC r:uint4 n:(#<= 14),cont_stack,ECrn,[r] [n] SETCONTARGS,x_1 x_2...x_r c - c',26+s”,"Similar to `[r] -1 SETCONTARGS`, but sets `c.nargs` to the final size of the stack of `c'` plus `n`. In other words, transforms `c` into a _closure_ or a _partially applied function_, with `0 <= n <= 14` arguments missing.",
SETNUMARGS,SETCONTARGS_N,#EC0 n:(#<= 14),cont_stack,EC0n,[n] SETNUMARGS,c - c',26,"Sets `c.nargs` to `n` plus the current depth of `c`'s stack, where `0 <= n <= 14`. If `c.nargs` is already set to a non-negative value, does nothing.","c = parse_const_u4_14
      => 0xEC, c"
SETCONTARGS,,#EC r:uint4 n:(## 4) {n = 15},cont_stack,ECrF,[r] -1 SETCONTARGS,x_1 x_2...x_r c - c',26+s”,"Pushes `0 <= r <= 15` values `x_1...x_r` into the stack of (a copy of) the continuation `c`, starting with `x_1`. If the final depth of `c`'s stack turns out to be greater than `c.nargs`, a stack overflow exception is generated.",
RETURNARGS,,#ED0 p:uint4,cont_stack,ED0p,[p] RETURNARGS,-,26+s”,"Leaves only the top `0 <= p <= 15` values in the current stack (somewhat similarly to `ONLYTOPX`), with all the unused bottom values not discarded, but saved into continuation `c0` in the same way as `SETCONTARGS` does.","c = parse_const_u4
      => 0xED, c"
RETURNVARARGS,,#ED10,cont_stack,ED10,RETURNVARARGS,p -,26+s”,"Similar to `RETURNARGS`, but with Integer `0 <= p <= 255` taken from the stack.","0xED, 0x10"
SETCONTVARARGS,,#ED11,cont_stack,ED11,SETCONTVARARGS,x_1 x_2...x_r c r n - c',26+s”,"Similar to `SETCONTARGS`, but with `0 <= r <= 255` and `-1 <= n <= 255` taken from the stack.","0xED, 0x11"
SETNUMVARARGS,,#ED12,cont_stack,ED12,SETNUMVARARGS,c n - c',26,"`-1 <= n <= 255`
If `n=-1`, this operation does nothing (`c'=c`).
Otherwise its action is similar to `[n] SETNUMARGS`, but with `n` taken from the stack.","0xED, 0x12"
BLESS,,#ED1E,cont_create,ED1E,BLESS,s - c,26,"Transforms a _Slice_ `s` into a simple ordinary continuation `c`, with `c.code=s` and an empty stack and savelist.","0xED, 0x1E"
BLESSVARARGS,,#ED1F,cont_create,ED1F,BLESSVARARGS,x_1...x_r s r n - c,26+s”,Equivalent to `ROT` `BLESS` `ROTREV` `SETCONTVARARGS`.,"0xED, 0x1F"
BLESSARGS,,#EE r:uint4 n:uint4,cont_create,EErn,[r] [n] BLESSARGS,x_1...x_r s - c,26,"`0 <= r <= 15`, `-1 <= n <= 14`
Equivalent to `BLESS` `[r] [n] SETCONTARGS`.
The value of `n` is represented inside the instruction by the 4-bit integer `n mod 16`.","c1 = parse_const_u4;
c2 = parse_const_i4
        => 0xEE, (c1 << 4) | c2"
BLESSNUMARGS,BLESSARGS,#EE0 n:uint4,cont_create,EE0n,[n] BLESSNUMARGS,s - c,26,"Also transforms a _Slice_ `s` into a _Continuation_ `c`, but sets `c.nargs` to `0 <= n <= 14`.","c = parse_const_u4_14
      => 0xEE, c"
PUSHCTR,,#ED4 i:uint4,cont_registers,ED4i,"c[i] PUSHCTR
c[i] PUSH",- x,26,"Pushes the current value of control register `c(i)`. If the control register is not supported in the current codepage, or if it does not have a value, an exception is triggered.","z = parse_control_register
      => 0xED, 0x40 | z"
PUSHROOT,PUSHCTR,#ED44,cont_registers,ED44,"c4 PUSHCTR
c4 PUSH",- x,26,"Pushes the “global data root'' cell reference, thus enabling access to persistent smart-contract data.","0xED, 0x44"
POPCTR,,#ED5 i:uint4,cont_registers,ED5i,"c[i] POPCTR
c[i] POP",x -,26,"Pops a value `x` from the stack and stores it into control register `c(i)`, if supported in the current codepage. Notice that if a control register accepts only values of a specific type, a type-checking exception may occur.","z = parse_control_register
      => 0xED, 0x50 | z"
POPROOT,POPCTR,#ED54,cont_registers,ED54,"c4 POPCTR
c4 POP",x -,26,"Sets the “global data root'' cell reference, thus allowing modification of persistent smart-contract data.","0xED, 0x54"
SETCONTCTR,,#ED6 i:uint4,cont_registers,ED6i,"c[i] SETCONT
c[i] SETCONTCTR",x c - c',26,"Stores `x` into the savelist of continuation `c` as `c(i)`, and returns the resulting continuation `c'`. Almost all operations with continuations may be expressed in terms of `SETCONTCTR`, `POPCTR`, and `PUSHCTR`.","z = parse_control_register
      => 0xED, 0x60 | z"
SETRETCTR,,#ED7 i:uint4,cont_registers,ED7i,c[i] SETRETCTR,x -,26,Equivalent to `c0 PUSHCTR` `c[i] SETCONTCTR` `c0 POPCTR`.,"z = parse_control_register
      => 0xED, 0x70 | z"
SETALTCTR,,#ED8 i:uint4,cont_registers,ED8i,c[i] SETALTCTR,x -,26,Equivalent to `c1 PUSHCTR` `c[i] SETCONTCTR` `c0 POPCTR`.,"z = parse_control_register
      => 0xED, 0x80 | z"
POPSAVE,,#ED9 i:uint4,cont_registers,ED9i,"c[i] POPSAVE
c[i] POPCTRSAVE",x -,26,"Similar to `c[i] POPCTR`, but also saves the old value of `c[i]` into continuation `c0`.
Equivalent (up to exceptions) to `c[i] SAVECTR` `c[i] POPCTR`.","z = parse_control_register
      => 0xED, 0x90 | z"
SAVE,,#EDA i:uint4,cont_registers,EDAi,"c[i] SAVE
c[i] SAVECTR",,26,"Saves the current value of `c(i)` into the savelist of continuation `c0`. If an entry for `c[i]` is already present in the savelist of `c0`, nothing is done. Equivalent to `c[i] PUSHCTR` `c[i] SETRETCTR`.","z = parse_control_register
      => 0xED, 0xA0 | z"
SAVEALT,,#EDB i:uint4,cont_registers,EDBi,"c[i] SAVEALT
c[i] SAVEALTCTR",,26,"Similar to `c[i] SAVE`, but saves the current value of `c[i]` into the savelist of `c1`, not `c0`.","z = parse_control_register
      => 0xED, 0xB0 | z"
SAVEBOTH,,#EDC i:uint4,cont_registers,EDCi,"c[i] SAVEBOTH
c[i] SAVEBOTHCTR",,26,Equivalent to `DUP` `c[i] SAVE` `c[i] SAVEALT`.,"z = parse_control_register
      => 0xED, 0xC0 | z"
PUSHCTRX,,#EDE0,cont_registers,EDE0,PUSHCTRX,i - x,26,"Similar to `c[i] PUSHCTR`, but with `i`, `0 <= i <= 255`, taken from the stack.
Notice that this primitive is one of the few “exotic'' primitives, which are not polymorphic like stack manipulation primitives, and at the same time do not have well-defined types of parameters and return values, because the type of `x` depends on `i`.","0xED, 0xE0"
POPCTRX,,#EDE1,cont_registers,EDE1,POPCTRX,x i -,26,"Similar to `c[i] POPCTR`, but with `0 <= i <= 255` from the stack.","0xED, 0xE1"
SETCONTCTRX,,#EDE2,cont_registers,EDE2,SETCONTCTRX,x c i - c',26,"Similar to `c[i] SETCONTCTR`, but with `0 <= i <= 255` from the stack.","0xED, 0xE2"
COMPOS,,#EDF0,cont_registers,EDF0,"COMPOS
BOOLAND",c c' - c'',26,"Computes the composition `compose0(c, c’)`, which has the meaning of “perform `c`, and, if successful, perform `c'`'' (if `c` is a boolean circuit) or simply “perform `c`, then `c'`''. Equivalent to `SWAP` `c0 SETCONT`.","0xED, 0xF0"
COMPOSALT,,#EDF1,cont_registers,EDF1,"COMPOSALT
BOOLOR",c c' - c'',26,"Computes the alternative composition `compose1(c, c’)`, which has the meaning of “perform `c`, and, if not successful, perform `c'`'' (if `c` is a boolean circuit). Equivalent to `SWAP` `c1 SETCONT`.","0xED, 0xF1"
COMPOSBOTH,,#EDF2,cont_registers,EDF2,COMPOSBOTH,c c' - c'',26,"Computes composition `compose1(compose0(c, c’), c’)`, which has the meaning of “compute boolean circuit `c`, then compute `c'`, regardless of the result of `c`''.","0xED, 0xF2"
ATEXIT,,#EDF3,cont_registers,EDF3,ATEXIT,c -,26,"Sets `c0` to `compose0(c, c0)`. In other words, `c` will be executed before exiting current subroutine.","0xED, 0xF3"
,,,cont_registers,EDF3,"ATEXIT:<{ code }>
<{ code }>ATEXIT",-,,Equivalent to `<{ code }> CONT` `ATEXIT`.,
ATEXITALT,,#EDF4,cont_registers,EDF4,ATEXITALT,c -,26,"Sets `c1` to `compose1(c, c1)`. In other words, `c` will be executed before exiting current subroutine by its alternative return path.","0xED, 0xF4"
,,,cont_registers,EDF4,"ATEXITALT:<{ code }>
<{ code }>ATEXITALT",-,,Equivalent to `<{ code }> CONT` `ATEXITALT`.,
SETEXITALT,,#EDF5,cont_registers,EDF5,SETEXITALT,c -,26,"Sets `c1` to `compose1(compose0(c, c0), c1)`,
In this way, a subsequent `RETALT` will first execute `c`, then transfer control to the original `c0`. This can be used, for instance, to exit from nested loops.","0xED, 0xF5"
THENRET,,#EDF6,cont_registers,EDF6,THENRET,c - c',26,"Computes `compose0(c, c0)`.","0xED, 0xF6"
THENRETALT,,#EDF7,cont_registers,EDF7,THENRETALT,c - c',26,"Computes `compose0(c, c1)`","0xED, 0xF7"
INVERT,,#EDF8,cont_registers,EDF8,INVERT,-,26,Interchanges `c0` and `c1`.,"0xED, 0xF8"
BOOLEVAL,,#EDF9,cont_registers,EDF9,BOOLEVAL,c - ?,26,"Performs `cc:=compose1(compose0(c, compose0(-1 PUSHINT, cc)), compose0(0 PUSHINT, cc))`. If `c` represents a boolean circuit, the net effect is to evaluate it and push either `-1` or `0` into the stack before continuing.","0xED, 0xF9"
SAMEALT,,#EDFA,cont_registers,EDFA,SAMEALT,-,26,Sets `c1` to `c0`. Equivalent to `c0 PUSHCTR` `c1 POPCTR`.,"0xED, 0xFA"
SAMEALTSAVE,,#EDFB,cont_registers,EDFB,SAMEALTSAVE,-,26,"Sets `c1` to `c0`, but first saves the old value of `c1` into the savelist of `c0`.
Equivalent to `c1 SAVE` `SAMEALT`.","0xED, 0xFB"
CALLDICT,,#F0 n:uint8,cont_dict,F0nn,"[nn] CALL
[nn] CALLDICT",- nn,,"Calls the continuation in `c3`, pushing integer `0 <= nn <= 255` into its stack as an argument.
Approximately equivalent to `[nn] PUSHINT` `c3 PUSHCTR` `EXECUTE`.",
CALLDICT_LONG,,#F12_ n:uint14,cont_dict,F12_n,"[n] CALL
[n] CALLDICT",- n,,"For `0 <= n < 2^14`, an encoding of `[n] CALL` for larger values of `n`.",
JMPDICT,,#F16_ n:uint14,cont_dict,F16_n,[n] JMP,- n,,"Jumps to the continuation in `c3`, pushing integer `0 <= n < 2^14` as its argument.
Approximately equivalent to `n PUSHINT` `c3 PUSHCTR` `JMPX`.",
PREPAREDICT,,#F1A_ n:uint14,cont_dict,F1A_n,"[n] PREPARE
[n] PREPAREDICT",- n c,,"Equivalent to `n PUSHINT` `c3 PUSHCTR`, for `0 <= n < 2^14`.
In this way, `[n] CALL` is approximately equivalent to `[n] PREPARE` `EXECUTE`, and `[n] JMP` is approximately equivalent to `[n] PREPARE` `JMPX`.
One might use, for instance, `CALLXARGS` or `CALLCC` instead of `EXECUTE` here.","n = parse_const_u14
      => 0xF1, 0x80 | ((n / 256) as u8), ((n % 256) as u8)"
THROW_SHORT,,#F22_ n:uint6,exceptions,F22_n,[n] THROW,- 0 n,76,"Throws exception `0 <= n <= 63` with parameter zero.
In other words, it transfers control to the continuation in `c2`, pushing `0` and `n` into its stack, and discarding the old stack altogether.",
THROWIF_SHORT,,#F26_ n:uint6,exceptions,F26_n,[n] THROWIF,f -,26/76,Throws exception `0 <= n <= 63` with  parameter zero only if integer `f!=0`.,
THROWIFNOT_SHORT,,#F2A_ n:uint6,exceptions,F2A_n,[n] THROWIFNOT,f -,26/76,Throws exception `0 <= n <= 63` with parameter zero only if integer `f=0`.,
THROW,,#F2C4_ n:uint11,exceptions,F2C4_n,[n] THROW,- 0 nn,84,"For `0 <= n < 2^11`, an encoding of `[n] THROW` for larger values of `n`.",
THROWARG,,#F2CC_ n:uint11,exceptions,F2CC_n,[n] THROWARG,x - x nn,84,"Throws exception `0 <= n <  2^11` with parameter `x`, by copying `x` and `n` into the stack of `c2` and transferring control to `c2`.","n = parse_const_u11
         => 0xF2, 0xC8 | ((n / 256) as u8), ((n % 256) as u8)"
THROWIF,,#F2D4_ n:uint11,exceptions,F2D4_n,[n] THROWIF,f -,34/84,"For `0 <= n < 2^11`, an encoding of `[n] THROWIF` for larger values of `n`.",
THROWARGIF,,#F2DC_ n:uint11,exceptions,F2DC_n,[n] THROWARGIF,x f -,34/84,Throws exception `0 <= nn < 2^11` with parameter `x` only if integer `f!=0`.,"n = parse_const_u11
       => 0xF2, 0xD8 | ((n / 256) as u8), ((n % 256) as u8)"
THROWIFNOT,,#F2E4_ n:uint11,exceptions,F2E4_n,[n] THROWIFNOT,f -,34/84,"For `0 <= n < 2^11`, an encoding of `[n] THROWIFNOT` for larger values of `n`.",
THROWARGIFNOT,,#F2EC_ n:uint11,exceptions,F2EC_n,[n] THROWARGIFNOT,x f -,34/84,Throws exception `0 <= n < 2^11` with parameter `x` only if integer `f=0`.,"n = parse_const_u11    => 0xF2, 0xE8 | ((n / 256) as u8), ((n % 256) as u8)"
THROWANY,,#F2F0,exceptions,F2F0,THROWANY,n - 0 n,76,"Throws exception `0 <= n < 2^16` with parameter zero.
Approximately equivalent to `ZERO` `SWAP` `THROWARGANY`.","0xF2, 0xF0"
THROWARGANY,,#F2F1,exceptions,F2F1,THROWARGANY,x n - x n,76,"Throws exception `0 <= n < 2^16` with parameter `x`, transferring control to the continuation in `c2`.
Approximately equivalent to `c2 PUSHCTR` `2 JMPXARGS`.","0xF2, 0xF1"
THROWANYIF,,#F2F2,exceptions,F2F2,THROWANYIF,n f -,26/76,Throws exception `0 <= n < 2^16` with parameter zero only if `f!=0`.,"0xF2, 0xF2"
THROWARGANYIF,,#F2F3,exceptions,F2F3,THROWARGANYIF,x n f -,26/76,Throws exception `0 <= n<2^16` with parameter `x` only if `f!=0`.,"0xF2, 0xF3"
THROWANYIFNOT,,#F2F4,exceptions,F2F4,THROWANYIFNOT,n f -,26/76,Throws exception `0 <= n<2^16` with parameter zero only if `f=0`.,"0xF2, 0xF4"
THROWARGANYIFNOT,,#F2F5,exceptions,F2F5,THROWARGANYIFNOT,x n f -,26/76,Throws exception `0 <= n<2^16` with parameter `x` only if `f=0`.,"0xF2, 0xF5"
TRY,,#F2FF,exceptions,F2FF,TRY,c c' -,26,"Sets `c2` to `c'`, first saving the old value of `c2` both into the savelist of `c'` and into the savelist of the current continuation, which is stored into `c.c0` and `c'.c0`. Then runs `c` similarly to `EXECUTE`. If `c` does not throw any exceptions, the original value of `c2` is automatically restored on return from `c`. If an exception occurs, the execution is transferred to `c'`, but the original value of `c2` is restored in the process, so that `c'` can re-throw the exception by `THROWANY` if it cannot handle it by itself.","0xF2, 0xFF"
,,,exceptions,F2FF,TRY:<{ code1 }>CATCH<{ code2 }>,-,,Equivalent to `<{ code1 }> CONT` `<{ code2 }> CONT` `TRY`.,
TRYARGS,,#F3 p:uint4 r:uint4,exceptions,F3pr,[p] [r] TRYARGS,c c' -,26,"Similar to `TRY`, but with `[p] [r] CALLXARGS` internally used instead of `EXECUTE`.
In this way, all but the top `0 <= p <= 15` stack elements will be saved into current continuation's stack, and then restored upon return from either `c` or `c'`, with the top `0 <= r <= 15` values of the resulting stack of `c` or `c'` copied as return values.","s1 = parse_const_u4;
s2 = parse_const_u4
        => 0xF3, (s1 << 4 | s2)"
NEWDICT,NULL,#6D,dict_create,6D,NEWDICT,- D,18,"Returns a new empty dictionary.
It is an alternative mnemonics for `PUSHNULL`.",0x6D
DICTEMPTY,ISNULL,#6E,dict_create,6E,DICTEMPTY,D - ?,18,"Checks whether dictionary `D` is empty, and returns `-1` or `0` accordingly.
It is an alternative mnemonics for `ISNULL`.",0x6E
STDICTS,STSLICE,#CE,dict_serial,CE,"STDICTS
",s b - b',18,"Stores a _Slice_-represented dictionary `s` into _Builder_ `b`.
It is actually a synonym for `STSLICE`.",0xCE
STDICT,,#F400,dict_serial,F400,"STDICT
STOPTREF",D b - b',26,"Stores dictionary `D` into _Builder_ `b`, returing the resulting _Builder_ `b'`.
In other words, if `D` is a cell, performs `STONE` and `STREF`; if `D` is _Null_, performs `NIP` and `STZERO`; otherwise throws a type checking exception.","0xF4, 0x00"
SKIPDICT,,#F401,dict_serial,F401,"SKIPDICT
SKIPOPTREF",s - s',26,Equivalent to `LDDICT` `NIP`.,"0xF4, 0x01"
LDDICTS,,#F402,dict_serial,F402,LDDICTS,s - s' s'',26,"Loads (parses) a (_Slice_-represented) dictionary `s'` from _Slice_ `s`, and returns the remainder of `s` as `s''`.
This is a “split function'' for all `HashmapE(n,X)` dictionary types.","0xF4, 0x02"
PLDDICTS,,#F403,dict_serial,F403,PLDDICTS,s - s',26,"Preloads a (_Slice_-represented) dictionary `s'` from _Slice_ `s`.
Approximately equivalent to `LDDICTS` `DROP`.","0xF4, 0x03"
LDDICT,,#F404,dict_serial,F404,"LDDICT
LDOPTREF",s - D s',26,"Loads (parses) a dictionary `D` from _Slice_ `s`, and returns the remainder of `s` as `s'`. May be applied to dictionaries or to values of arbitrary `(^Y)?` types.","0xF4, 0x04"
PLDDICT,,#F405,dict_serial,F405,"PLDDICT
PLDOPTREF",s - D,26,"Preloads a dictionary `D` from _Slice_ `s`.
Approximately equivalent to `LDDICT` `DROP`.","0xF4, 0x05"
LDDICTQ,,#F406,dict_serial,F406,LDDICTQ,s - D s' -1 or s 0,26,A quiet version of `LDDICT`.,"0xF4, 0x06"
PLDDICTQ,,#F407,dict_serial,F407,PLDDICTQ,s - D -1 or 0,26,A quiet version of `PLDDICT`.,"0xF4, 0x07"
DICTGET,,#F40A,dict_get,F40A,DICTGET,k D n - x -1 or 0,,"Looks up key `k` (represented by a _Slice_, the first `0 <= n <= 1023` data bits of which are used as a key) in dictionary `D` of type `HashmapE(n,X)` with `n`-bit keys.
On success, returns the value found as a _Slice_ `x`.","0xF4, 0x0A"
DICTGETREF,,#F40B,dict_get,F40B,DICTGETREF,k D n - c -1 or 0,,"Similar to `DICTGET`, but with a `LDREF` `ENDS` applied to `x` on success.
This operation is useful for dictionaries of type `HashmapE(n,^Y)`.","0xF4, 0x0B"
DICTIGET,,#F40C,dict_get,F40C,DICTIGET,i D n - x -1 or 0,,"Similar to `DICTGET`, but with a signed (big-endian) `n`-bit _Integer_ `i` as a key. If `i` does not fit into `n` bits, returns `0`. If `i` is a `NaN`, throws an integer overflow exception.","0xF4, 0x0C"
DICTIGETREF,,#F40D,dict_get,F40D,DICTIGETREF,i D n - c -1 or 0,,Combines `DICTIGET` with `DICTGETREF`: it uses signed `n`-bit _Integer_ `i` as a key and returns a _Cell_ instead of a _Slice_ on success.,"0xF4, 0x0D"
DICTUGET,,#F40E,dict_get,F40E,DICTUGET,i D n - x -1 or 0,,"Similar to `DICTIGET`, but with _unsigned_ (big-endian) `n`-bit _Integer_ `i` used as a key.","0xF4, 0x0E"
DICTUGETREF,,#F40F,dict_get,F40F,DICTUGETREF,i D n - c -1 or 0,,"Similar to `DICTIGETREF`, but with an unsigned `n`-bit _Integer_ key `i`.","0xF4, 0x0F"
DICTSET,,#F412,dict_set,F412,DICTSET,x k D n - D',,"Sets the value associated with `n`-bit key `k` (represented by a _Slice_ as in `DICTGET`) in dictionary `D` (also represented by a _Slice_) to value `x` (again a _Slice_), and returns the resulting dictionary as `D'`.","0xF4, 0x12"
DICTSETREF,,#F413,dict_set,F413,DICTSETREF,c k D n - D',,"Similar to `DICTSET`, but with the value set to a reference to _Cell_ `c`.","0xF4, 0x13"
DICTISET,,#F414,dict_set,F414,DICTISET,x i D n - D',,"Similar to `DICTSET`, but with the key represented by a (big-endian) signed `n`-bit integer `i`. If `i` does not fit into `n` bits, a range check exception is generated.","0xF4, 0x14"
